"price","area","rooms","address","part"
225,25.82,1,"Schenkebierweg 1, Mengede, Dortmund","Mengede"
390,51.21,2.5,"Innenstadt, Dortmund","Innenstadt"
1095,170,4,"Am Brennbusch 23, Körne, Dortmund","Körne"
1860,186,3,"Meinbergstr 86, Schüren, Dortmund","Schüren"
220,25,1,"Singerhoff Str. 9, Hombruch, Dortmund","Hombruch"
230,21.87,1.5,"Innenstadt, Dortmund","Innenstadt"
908.4,114,3,"Bonifatiusstr. 2, Innenstadt, Dortmund","Innenstadt"
1517.45,137.95,3,"Meinbergstr 86, Schüren, Dortmund","Schüren"
350,55,2,"Rhader Weg 8, Bövinghausen, Dortmund","Bövinghausen"
1633,145.77,4,"Hermannstr. 149, Hörde, Dortmund","Hörde"
449,52.28,2,"Detmarstraße 1, Innenstadt, Dortmund","Innenstadt"
395,62.5,4,"Zillestrasse 426, Hombruch, Dortmund","Hombruch"
1230,123.25,3,"Kohlensiepenstr 14, Schüren, Dortmund","Schüren"
850,107,2,"Brechten, Dortmund","Brechten"
371,53,2,"Gronaustr. 56, Innenstadt, Dortmund","Innenstadt"
486,54,2.5,"Viktoriastraße  10, Innenstadt, Dortmund","Innenstadt"
506.1,36.15,1,"Heilbronner Str. 9, Körne, Dortmund","Körne"
190,18.74,1.5,"Innenstadt, Dortmund","Innenstadt"
990,127.84,3.5,"Innenstadt, Dortmund","Innenstadt"
990,110,3.5,"Hansastraße 101-103, Innenstadt, Dortmund","Innenstadt"
1145,127.14,3.5,"Innenstadt, Dortmund","Innenstadt"
1045,172.29,4.5,"Innenstadt, Dortmund","Innenstadt"
600,70,2.5,"Hansastraße 101-103, Innenstadt, Dortmund","Innenstadt"
220,21.65,1.5,"Innenstadt, Dortmund","Innenstadt"
362.14,76.6,3.5,"Bodelschwingher Straße 136, Bodelschwingh, Dortmund","Bodelschwingh"
650,75,2,"Dümperstr. 3, Löttringhausen, Dortmund","Löttringhausen"
720,96,4,"Hörde, Dortmund","Hörde"
600,110,5,"Grollmannsweg 38, Westerfilde, Dortmund","Westerfilde"
580,86,4.5,"Grollmannsweg 22, Westerfilde, Dortmund","Westerfilde"
400,57,3.5,"Einsteinstr.  20, Rahm, Dortmund","Rahm"
230,40,1,"Römerstr. 13, Lichtendorf, Dortmund","Lichtendorf"
595,78,3,"Am Knappenberg 102, Innenstadt, Dortmund","Innenstadt"
370,45,2,"Asternstraße 19, Sölde, Dortmund","Sölde"
340,59,3,"Lütgendortmund, Dortmund","Lütgendortmund"
335,59,2,"Drechslerweg 4, Lanstrop, Dortmund","Lanstrop"
365,70,2,"Vogelpothsweg 16, Dorstfeld, Dortmund","Dorstfeld"
899,100,3,"Distelweg 15 a, Körne, Dortmund","Körne"
435,57,2,"Rosental 19, Innenstadt, Dortmund","Innenstadt"
544,68,2,"Innenstadt, Dortmund","Innenstadt"
368,46,3,"Kurfürstenstraße 42, Innenstadt, Dortmund","Innenstadt"
360,67.5,2,"Körner Hellweg 118, Körne, Dortmund","Körne"
260,42,2,"Oespel, Dortmund","Oespel"
520,80.09,3,"Fühlestr. 9, Kirchlinde, Dortmund","Kirchlinde"
423,65,2.5,"Schlosser Str. 40, Innenstadt, Dortmund","Innenstadt"
363,58.39,3.5,"Zwickauer Str. 2, Innenstadt, Dortmund","Innenstadt"
475,55.38,3.5,"Innenstadt, Dortmund","Innenstadt"
307,53.27,2.5,"Humperdinckstr. 2, Innenstadt, Dortmund","Innenstadt"
320,45,2,"Haberlandstrasse 29, Bodelschwingh, Dortmund","Bodelschwingh"
420,73,3.5,"Grollmannsweg 15, Westerfilde, Dortmund","Westerfilde"
415.4,67,3,"Echeloh  35, Kley, Dortmund","Kley"
415.4,67,3,"Echeloh 16, Kley, Dortmund","Kley"
415.4,67,3,"Echeloh  32, Kley, Dortmund","Kley"
395,65,3,"Greveler Straße 1, Grevel, Dortmund","Grevel"
732,122,4.5,"Allensteiner Str. 13, Huckarde, Dortmund","Huckarde"
398,69.17,2.5,"Oestermärsch 83, Innenstadt, Dortmund","Innenstadt"
330.5,47.23,2,"Am Hartweg 148, Dorstfeld, Dortmund","Dorstfeld"
365,70,2,"Kaiserstrasse 212, Innenstadt, Dortmund","Innenstadt"
650,85,3,"Mentlerstraße 6, Schönau, Dortmund","Schönau"
520,75,3,"Menglinghauser Straße 62, Menglinghausen, Dortmund","Menglinghausen"
280,27,1,"Hombruch, Dortmund","Hombruch"
415.4,67,3,"Echeloh  24, Kley, Dortmund","Kley"
320,64,3,"Schüruferstr.  328, Aplerbeck, Dortmund","Aplerbeck"
595,80,2,"Aplerbecker Mark, Dortmund","Aplerbecker Mark"
415.4,67,3,"Echeloh  39, Kley, Dortmund","Kley"
415.4,67,3,"Echeloh 39, Kley, Dortmund","Kley"
295,36,2.5,"Hirschweg 5, Berghofen, Dortmund","Berghofen"
270,28.8,1,"Zimmerstr. 49, Innenstadt, Dortmund","Innenstadt"
1040,160,3.5,"Asselner Hellweg  94, Asseln, Dortmund","Asseln"
313.5,19,1,"Am Surck 27, Barop, Dortmund","Barop"
490,70,2.5,"Lücklemberg, Dortmund","Lücklemberg"
480,80,3.5,"Wickede, Dortmund","Wickede"
1440,152,3.5,"Bittermarkstr.  87, Bittermark, Dortmund","Bittermark"
450,70,2,"Seydlitzstraße 33, Hörde, Dortmund","Hörde"
650,95,3,"Wambeler Str.  46, Innenstadt, Dortmund","Innenstadt"
520,90,3,"Provinzialstrasse  317, Bövinghausen, Dortmund","Bövinghausen"
950,92.61,2.5,"Hohenfriedberger Str. 28, Innenstadt, Dortmund","Innenstadt"
405,65,3,"Bodelschwingher Straße 192, Bodelschwingh, Dortmund","Bodelschwingh"
500,64,3,"Ostwall 37, Innenstadt, Dortmund","Innenstadt"
300,55,3,"Bockenfelder Straße 245, Bövinghausen, Dortmund","Bövinghausen"
615,86,3.5,"Lange Reihe 179, Körne, Dortmund","Körne"
400,45,1,"Wambeler Str. 50, Innenstadt, Dortmund","Innenstadt"
420,64,3,"Flaspoete 46, Lütgendortmund, Dortmund","Lütgendortmund"
396.5,61,3,"Am Schleppweg 15, Dorstfeld, Dortmund","Dorstfeld"
285,43,2,"Lütgendortmunder Hellweg 165 - 177, Lütgendortmund, Dortmund","Lütgendortmund"
385,55,2,"Bornstr. 136, Innenstadt, Dortmund","Innenstadt"
475,73.3,3,"Evingerstraße 338, Eving, Dortmund","Eving"
390,65,3,"Benninghofer Str. 174, Loh, Dortmund","Loh"
400,53.4,2,"Aplerbecker Str. 454, Aplerbeck, Dortmund","Aplerbeck"
710,90,3,"Kaiserstraße 92, Innenstadt, Dortmund","Innenstadt"
545,75,2,"Singerhoffstraße 28, Hombruch, Dortmund","Hombruch"
569.6,87.63,3.5,"Meinertstr.  38, Brackel, Dortmund","Brackel"
510,73,3,"Vorläuferweg 15, Schüren, Dortmund","Schüren"
470,74,2,"Marten, Dortmund","Marten"
410,65,2,"Freie Scholle 33, Brechten, Dortmund","Brechten"
300,38,1.5,"Hinter Holtein 13, Eichlinghofen, Dortmund","Eichlinghofen"
260,55,2,"Westricher Straße  77, Lütgendortmund, Dortmund","Lütgendortmund"
590,97,3.5,"Meinertstr.  34, Brackel, Dortmund","Brackel"
529,77,3.5,"Wegscheid  6, Rahm, Dortmund","Rahm"
450,73,2,"Mallinckrodtstr. 26 - 28, Innenstadt, Dortmund","Innenstadt"
1550,125,4,"Heiduferweg 54, Lücklemberg, Dortmund","Lücklemberg"
311.9,62.38,2,"Bürgerstrasse 2, Dorstfeld, Dortmund","Dorstfeld"
950,108,4,"Wambel, Dortmund","Wambel"
400,64,2,"Harkortstrasse 45, Hombruch, Dortmund","Hombruch"
578.5,89,3.5,"Meinertstr.  34, Brackel, Dortmund","Brackel"
350,63,3,"Mallinckrodtstrasse 333, Innenstadt, Dortmund","Innenstadt"
280,55,2,"Mallinckrodtstraße  210, Innenstadt, Dortmund","Innenstadt"
400,65,2,"Schützenstraße 82, Innenstadt, Dortmund","Innenstadt"
530,78,3,"Kaiser-Straße 109, Innenstadt, Dortmund","Innenstadt"
1200,117,3.5,"Am Knappenberg 67, Innenstadt, Dortmund","Innenstadt"
450,75,2,"Wickeder Hellweg 102, Wickede, Dortmund","Wickede"
605,85,1,"Marten, Dortmund","Marten"
815,97,3,"Kobbendelle 13, Kirchhörde, Dortmund","Kirchhörde"
380,50,3,"Brackelerstraße 21, Innenstadt, Dortmund","Innenstadt"
550,48,2,"Schönau, Dortmund","Schönau"
790,90,3,"Amalienstrasse 38, Innenstadt, Dortmund","Innenstadt"
750,95,4,"Kirchhörde, Dortmund","Kirchhörde"
450,66,4,"Langschedestraße 32, Wickede, Dortmund","Wickede"
210,20,1,"Klosterstraße 5 - 7, Innenstadt, Dortmund","Innenstadt"
220,21,1,"Gibbenhey 5, Eichlinghofen, Dortmund","Eichlinghofen"
1190,120,5,"Am Knappenberg 80, Innenstadt, Dortmund","Innenstadt"
340,36,1.5,"Bittermark, Dortmund","Bittermark"
235,34,1,"Münsterstraße 175, Innenstadt, Dortmund","Innenstadt"
380,60,2,"Eulenstraße 7, Wickede, Dortmund","Wickede"
550,80,2,"Sudermannstr. 24, Innenstadt, Dortmund","Innenstadt"
450,80,3,"Hengstenbergweg 7, Wickede, Dortmund","Wickede"
520,65.5,2,"Rahmkesweg 4a, Eichlinghofen, Dortmund","Eichlinghofen"
445,86,3,"Bitterfelder Straße 9a, Marl, Recklinghausen (Kreis)","Marl"
385,73,2.5,"Elsa-Brändström-Strasse 25, Marl, Recklinghausen (Kreis)","Marl"
490,86,4,"Elsa-Brändström-Straße 19, Marl, Recklinghausen (Kreis)","Marl"
220,31,1,"Brunnenstraße 17, Gladbeck, Recklinghausen (Kreis)","Gladbeck"
340,73,3,"Elsa-Brändström-Strasse 25, Marl, Recklinghausen (Kreis)","Marl"
310,34,1,"Lipper Weg 193, Marl, Recklinghausen (Kreis)","Marl"
480,85.41,3,"Harkortweg  9 a-c, Schwelm, Ennepe-Ruhr-Kreis","Schwelm"
305.35,66.38,3.5,"Grimmstraße 13, Herten, Recklinghausen (Kreis)","Herten"
520,79.91,4.5,"Ricarda-Huch-Straße 25, Marl, Recklinghausen (Kreis)","Marl"
467,69.57,3,"Alte Bahnhofstraße 131, Langendreer-Alter Bahnhof, Bochum","Langendreer-Alter Bahnhof"
392,64.11,3.5,"Braunsberger Straße 96, Hofstede, Bochum","Hofstede"
840,108.26,4,"Schillerpark 16A, Oer-Erkenschwick, Recklinghausen (Kreis)","Oer-Erkenschwick"
348.94,72.89,3.5,"Sugambrerstraße 15, Bergkamen, Unna (Kreis)","Bergkamen"
453.45,87.15,3.5,"Fasanenstraße 13, Marl, Recklinghausen (Kreis)","Marl"
354.17,69.4,3.5,"Merkelheider Weg 47, Marl, Recklinghausen (Kreis)","Marl"
310,64,3.5,"Wiesenstraße 21, Herten, Recklinghausen (Kreis)","Herten"
380,64.29,3.5,"Bauernkamp 31, Werne, Bochum","Werne"
490,82.97,3.5,"Müserstraße 4, Werne, Bochum","Werne"
396,67,3.5,"Zum Pier 9, Lünen, Unna (Kreis)","Lünen"
