Ort;Plz;Bundesland
Jungingen;72417;Baden-Württemberg
Jünkerath;54584;Rheinland-Pfalz
Jürgenshagen;18246;Mecklenburg-Vorpommern
Jürgenstorf;17153;Mecklenburg-Vorpommern
Jüterbog;14913;Brandenburg
Jütrichau;39264;Sachsen-Anhalt
Jützenbach;37345;Thüringen
Kaaks;25582;Schlewig-Holstein
Kaakstedt;17268;Brandenburg
Kaarßen;19273;Niedersachsen
Kaarst;41564;Nordrhein-Westfalen
Kaarz;19412;Mecklenburg-Vorpommern
Kabelhorst;23738;Schlewig-Holstein
Kablow;15758;Brandenburg
Kablow Ziegelei;15758;Brandenburg
Käbschütztal;1665;Sachsen
Kachstedt;6556;Thüringen
Kade;39307;Sachsen-Anhalt
Kadelhof;15848;Brandenburg
Kaden;56459;Rheinland-Pfalz
Kadenbach;56337;Rheinland-Pfalz
Kadow;19374;Mecklenburg-Vorpommern
Kaeselow;19205;Mecklenburg-Vorpommern
Kagar;16837;Brandenburg
Kagel;15345;Brandenburg
Kägsdorf;18230;Mecklenburg-Vorpommern
Kahl;63796;Bayern
Kahla;4928;Brandenburg
Kahla;7768;Thüringen
Kählen;24232;Schlewig-Holstein
Kahlenberg;16230;Brandenburg
Kahlenberg;23992;Mecklenburg-Vorpommern
Kahler Berg;34225;Hessen
Kahlkamp;24211;Schlewig-Holstein
Kahlwinkel;6647;Sachsen-Anhalt
Kahnstieg;39646;Sachsen-Anhalt
Kahrstedt;39624;Sachsen-Anhalt
Kaifenheim;56761;Rheinland-Pfalz
Kail;56829;Rheinland-Pfalz
Kaisborstel;25560;Schlewig-Holstein
Kaisermühle;54518;Rheinland-Pfalz
Kaisermühle;76855;Rheinland-Pfalz
Kaisersbach;73667;Baden-Württemberg
Kaisersesch;56759;Rheinland-Pfalz
Kaisershagen;99974;Thüringen
Kaiserslautern;67655;Rheinland-Pfalz
Kaiserslautern;67657;Rheinland-Pfalz
Kaiserslautern;67659;Rheinland-Pfalz
Kaiserslautern;67661;Rheinland-Pfalz
Kaiserslautern;67663;Rheinland-Pfalz
Kaiser-Wilhelm-Koog;25709;Schlewig-Holstein
Kaisheim;86687;Bayern
Kakau;6785;Sachsen-Anhalt
Kakenstorf;21255;Niedersachsen
Kakerbeck;39624;Sachsen-Anhalt
Kalbach;36148;Hessen
Kalbe;27419;Niedersachsen
Kalbe;39624;Sachsen-Anhalt
Kälberfeld;99848;Thüringen
Kalbergerhof;54523;Rheinland-Pfalz
Kalbitz;1594;Sachsen
Kalbsrieth;6556;Thüringen
Kalchreuth;90562;Bayern
Kalefeld;37589;Niedersachsen
Kalenborn;53505;Rheinland-Pfalz
Kalenborn;56759;Rheinland-Pfalz
Kalenborn-Scheuern;54570;Rheinland-Pfalz
Kalkar;47546;Nordrhein-Westfalen
Kalkhorst;23942;Mecklenburg-Vorpommern
Kalkofen;67822;Rheinland-Pfalz
Kalkofen Gem Dörnberg;56377;Rheinland-Pfalz
Kall;53925;Nordrhein-Westfalen
Kalletal;32689;Nordrhein-Westfalen
Kallinchen;15806;Brandenburg
Kallmerode;37327;Thüringen
Kallmünz;93183;Bayern
Kallstadt;67169;Rheinland-Pfalz
Kalt;56294;Rheinland-Pfalz
Kaltau;57537;Rheinland-Pfalz
Kaltbuch;96317;Bayern
Kalten;83739;Bayern
Kaltenborn;9306;Sachsen
Kaltenborn;14913;Brandenburg
Kaltenborn;53520;Rheinland-Pfalz
Kaltenbrunn;85655;Bayern
Kaltenbrunn;92700;Bayern
Kaltenengers;56220;Rheinland-Pfalz
Kaltenhof;19348;Brandenburg
Kaltenholzhausen;65558;Rheinland-Pfalz
Kaltenkirchen;24568;Schlewig-Holstein
Kaltenlengsfeld;36452;Thüringen
Kaltennordheim;36452;Thüringen
Kaltensundheim;98634;Thüringen
Kaltental;87662;Bayern
Kaltenwanghof;73235;Baden-Württemberg
Kaltenwestheim;98634;Thüringen
Kaltohmfeld;37339;Thüringen
Kalübbe;24326;Schlewig-Holstein
Kambs;17207;Mecklenburg-Vorpommern
Kambs;18258;Mecklenburg-Vorpommern
Kamen;59174;Nordrhein-Westfalen
Kamenz;1917;Sachsen
Kamerlanderdeich;25379;Schlewig-Holstein
Kamern;39524;Sachsen-Anhalt
Kamin;18233;Mecklenburg-Vorpommern
Kammeltal;89358;Bayern
Kammerermühle;92681;Bayern
Kammerforst;56206;Rheinland-Pfalz
Kammerforst;99986;Thüringen
Kämmeritze;7318;Thüringen
Kammermark;16928;Brandenburg
Kammerstein;91126;Bayern
Kammin;17506;Mecklenburg-Vorpommern
Kamminke;17419;Mecklenburg-Vorpommern
Kammlach;87754;Bayern
Kamp-Bornhofen;56341;Rheinland-Pfalz
Kampen;25999;Schlewig-Holstein
Kämpfelbach;75236;Baden-Württemberg
Kamp-Lintfort;47475;Nordrhein-Westfalen
Kamsdorf;7334;Thüringen
Kandel;76870;Rheinland-Pfalz
Kandern;79400;Baden-Württemberg
Kändler;9247;Sachsen
Kankelau;21514;Schlewig-Holstein
Kannawurf;6578;Thüringen
Kantow;16845;Brandenburg
Kanzach;88422;Baden-Württemberg
Kanzem;54441;Rheinland-Pfalz
Kapellendorf;99510;Thüringen
Kapellen-Drusweiler;76889;Rheinland-Pfalz
Kaperich;56767;Rheinland-Pfalz
Kappe;16775;Brandenburg
Kappel;55483;Rheinland-Pfalz
Kappel-Grafenhausen;77966;Baden-Württemberg
Kappeln;24376;Schlewig-Holstein
Kappeln;67744;Rheinland-Pfalz
Kappelrodeck;77876;Baden-Württemberg
Kaps;85655;Bayern
Kapsweyer;76889;Rheinland-Pfalz
Karbach;56281;Rheinland-Pfalz
Karbach;97842;Bayern
Karben;61184;Hessen
Karbow-Vietlübbe;19386;Mecklenburg-Vorpommern
Karby;24398;Schlewig-Holstein
Karcha;1683;Sachsen
Karche-Zaacko;15926;Brandenburg
Karenz;19294;Mecklenburg-Vorpommern
Karft;19243;Mecklenburg-Vorpommern
Kargow;17192;Mecklenburg-Vorpommern
Karith;39291;Sachsen-Anhalt
Karl;54534;Rheinland-Pfalz
Kärlingerhaus;83471;Bayern
Karlsbad;76307;Baden-Württemberg
Karlsburg;17495;Mecklenburg-Vorpommern
Karlsburgerholz;24398;Schlewig-Holstein
Karlsdorf;7646;Thüringen
Karlsdorf-Neuthard;76689;Baden-Württemberg
Karlsfeld;85757;Bayern
Karlshagen;17449;Mecklenburg-Vorpommern
Karlshausen;54673;Rheinland-Pfalz
Karlshof;86739;Bayern
Karlshof;89601;Baden-Württemberg
Karlshöhe;67806;Rheinland-Pfalz
Karlshöhe;97836;Bayern
Karlshorst;19348;Brandenburg
Karlshuld;86668;Bayern
Karlskron;85123;Bayern
Karlsruhe;19322;Brandenburg
Karlsruhe;76131;Baden-Württemberg
Karlsruhe;76133;Baden-Württemberg
Karlsruhe;76135;Baden-Württemberg
Karlsruhe;76137;Baden-Württemberg
Karlsruhe;76139;Baden-Württemberg
Karlsruhe;76149;Baden-Württemberg
Karlsruhe;76185;Baden-Württemberg
Karlsruhe;76187;Baden-Württemberg
Karlsruhe;76189;Baden-Württemberg
Karlsruhe;76199;Baden-Württemberg
Karlsruhe;76227;Baden-Württemberg
Karlsruhe;76228;Baden-Württemberg
Karlsruhe;76229;Baden-Württemberg
Karlstadt;97753;Bayern
Karlstein;63791;Bayern
Karlsthal Bahnhof;67707;Rheinland-Pfalz
Karlum;25926;Schlewig-Holstein
Karnin;18469;Mecklenburg-Vorpommern
Karnitz;18574;Mecklenburg-Vorpommern
Karolinenkoog;25774;Schlewig-Holstein
Karow;19395;Mecklenburg-Vorpommern
Karow;23966;Mecklenburg-Vorpommern
Karow;39307;Sachsen-Anhalt
Karrenzin;19372;Mecklenburg-Vorpommern
Karsbach;97783;Bayern
Karschau;24407;Schlewig-Holstein
Karsdorf;6638;Sachsen-Anhalt
Karstädt;19294;Mecklenburg-Vorpommern
Karstädt;19357;Brandenburg
Karthan;19336;Brandenburg
Karthause Grünau;97907;Bayern
Kartzow;14476;Brandenburg
Karwe;16818;Brandenburg
Karwe;19357;Brandenburg
Karwesee;16833;Brandenburg
Karwitz;29481;Niedersachsen
Kasbach-Ohlenberg;53547;Rheinland-Pfalz
Kaschenbach;54668;Rheinland-Pfalz
Kasdorf;56357;Rheinland-Pfalz
Kasel;54317;Rheinland-Pfalz
Kasel-Golzig;15938;Brandenburg
Kasendorf;19217;Mecklenburg-Vorpommern
Kasendorf;95359;Bayern
Käshofen;66894;Rheinland-Pfalz
Kasseburg;22929;Schlewig-Holstein
Kasseedorf;23717;Schlewig-Holstein
Kassel;34117;Hessen
Kassel;34119;Hessen
Kassel;34121;Hessen
Kassel;34123;Hessen
Kassel;34125;Hessen
Kassel;34127;Hessen
Kassel;34128;Hessen
Kassel;34130;Hessen
Kassel;34131;Hessen
Kassel;34132;Hessen
Kassel;34134;Hessen
Kassel;34233;Hessen
Kassel;34355;Hessen
Kassieck;39638;Sachsen-Anhalt
Kassow;18258;Mecklenburg-Vorpommern
Kastahn;23936;Mecklenburg-Vorpommern
Kastellaun;56288;Rheinland-Pfalz
Kastel-Staadt;54441;Rheinland-Pfalz
Kasten;82131;Bayern
Kastl;84556;Bayern
Kastl;92280;Bayern
Kastl;95506;Bayern
Kastorf;19300;Mecklenburg-Vorpommern
Kastorf;23847;Schlewig-Holstein
Katelbogen;18249;Mecklenburg-Vorpommern
Katerbow;16818;Brandenburg
Käterhagen;18246;Mecklenburg-Vorpommern
Katharinenheerd;25836;Schlewig-Holstein
Katharinenhof;71570;Baden-Württemberg
Katharinenrieth;6542;Sachsen-Anhalt
Katharinenthalerhof;75177;Baden-Württemberg
Käthen;39599;Sachsen-Anhalt
Kathendorf;39359;Sachsen-Anhalt
Kathlow;3058;Brandenburg
Katlenburg-Lindau;37191;Niedersachsen
Katschow;17429;Mecklenburg-Vorpommern
Kattendorf;24568;Schlewig-Holstein
Katzenbach;67806;Rheinland-Pfalz
Katzenelnbogen;56368;Rheinland-Pfalz
Katzhörn;25899;Schlewig-Holstein
Katzhütte;98746;Thüringen
Katzow;17509;Mecklenburg-Vorpommern
Katzweiler;67734;Rheinland-Pfalz
Katzwinkel;54552;Rheinland-Pfalz
Katzwinkel;57581;Rheinland-Pfalz
Kaub;56349;Rheinland-Pfalz
Kauern;7554;Thüringen
Kaufbeuren;87600;Bayern
Kaufering;86916;Bayern
Kaufungen;34260;Hessen
Kaulitz;29416;Sachsen-Anhalt
Kaulsdorf;7338;Thüringen
Kausche;3130;Brandenburg
Kauschwitz;8525;Sachsen
Kauschwitz;8525;Sachsen
Kausen;57520;Rheinland-Pfalz
Kauxdorf;4924;Brandenburg
Kavelstorf;18196;Mecklenburg-Vorpommern
Kayhude;23863;Schlewig-Holstein
Kayna;6724;Sachsen-Anhalt
Keez;19412;Mecklenburg-Vorpommern
Kefenrod;63699;Hessen
Kefferhausen;37351;Thüringen
Kehl;77694;Baden-Württemberg
Kehlbach;56355;Rheinland-Pfalz
Kehlenmühle;56291;Rheinland-Pfalz
Kehmstedt;99752;Thüringen
Kehnert;39517;Sachsen-Anhalt
Kehrberg;16928;Brandenburg
Kehrig;56729;Rheinland-Pfalz
Kehrigk;15859;Brandenburg
Keidelheim;55471;Rheinland-Pfalz
Keila;7389;Thüringen
Keindorf;39345;Sachsen-Anhalt
Keiselwitz;4668;Sachsen
Kelberg;53539;Rheinland-Pfalz
Kelbra;6537;Sachsen-Anhalt
Kelheim;93309;Bayern
Kelkheim;65779;Hessen
Kell;54427;Rheinland-Pfalz
Kella;37308;Thüringen
Kellenbach;55606;Rheinland-Pfalz
Kellenhusen;23746;Schlewig-Holstein
Keller;16775;Brandenburg
Keller;25557;Schlewig-Holstein
Kellershof;57645;Rheinland-Pfalz
Kellinghusen;25548;Schlewig-Holstein
Kellmünz;89293;Bayern
Kelsterbach;65451;Hessen
Keltern;75210;Baden-Württemberg
Kemberg;6901;Sachsen-Anhalt
Kemlitz;15926;Brandenburg
Kemmen;3205;Brandenburg
Kemmenau;56132;Rheinland-Pfalz
Kemmern;96164;Bayern
Kemnath;95478;Bayern
Kemnitz;14542;Brandenburg
Kemnitz;16928;Brandenburg
Kemnitz;17509;Mecklenburg-Vorpommern
Kempen;47906;Nordrhein-Westfalen
Kempenich;56746;Rheinland-Pfalz
Kempfeld;55758;Rheinland-Pfalz
Kempten;87435;Bayern
Kempten;87437;Bayern
Kempten;87439;Bayern
Kendl;83364;Bayern
Kenn;54344;Rheinland-Pfalz
Kenzingen;79341;Baden-Württemberg
Kenz-Küstrow;18314;Mecklenburg-Vorpommern
Keppeshausen;54673;Rheinland-Pfalz
Kerben;56295;Rheinland-Pfalz
Kerkau;29416;Sachsen-Anhalt
Kerken;47647;Nordrhein-Westfalen
Kerkow;16278;Brandenburg
Kernen;71394;Baden-Württemberg
Kerpen;50169;Nordrhein-Westfalen
Kerpen;50170;Nordrhein-Westfalen
Kerpen;50171;Nordrhein-Westfalen
Kerpen;54578;Rheinland-Pfalz
Kerschbaum;94529;Bayern
Kerschenbach;54589;Rheinland-Pfalz
Kerspleben;99198;Thüringen
Kerspleben;99198;Thüringen
Kerzendorf;14974;Brandenburg
Kerzenheim;67304;Rheinland-Pfalz
Kerzlin;16845;Brandenburg
Kescheid;57632;Rheinland-Pfalz
Kesfeld;54619;Rheinland-Pfalz
Kesseling;53506;Rheinland-Pfalz
Kesselsdorf;1723;Sachsen
Kessin;18196;Mecklenburg-Vorpommern
Kesten;54518;Rheinland-Pfalz
Kestert;56348;Rheinland-Pfalz
Ketsch;68775;Baden-Württemberg
Kettemers Mühle;56271;Rheinland-Pfalz
Ketten;36419;Thüringen
Kettenhausen;57612;Rheinland-Pfalz
Kettenheim;55234;Rheinland-Pfalz
Kettenkamp;49577;Niedersachsen
Kettershausen;86498;Bayern
Kettig;56220;Rheinland-Pfalz
Ketzin;14669;Brandenburg
Ketzür;14778;Brandenburg
Keula;99713;Thüringen
Kevelaer;47623;Nordrhein-Westfalen
Kevelaer;47624;Nordrhein-Westfalen
Kevelaer;47625;Nordrhein-Westfalen
Kevelaer;47626;Nordrhein-Westfalen
Kevelaer;47627;Nordrhein-Westfalen
Kickeshausen;54689;Rheinland-Pfalz
Kiebitzberg Gem Beveringen;16928;Brandenburg
Kiebitzreihe;25368;Schlewig-Holstein
Kiedrich;65399;Hessen
Kiefersfelden;83088;Bayern
Kiehnwerder;15324;Brandenburg
Kiekebusch;3058;Brandenburg
Kiekebusch;15749;Brandenburg
Kiel;24103;Schlewig-Holstein
Kiel;24105;Schlewig-Holstein
Kiel;24106;Schlewig-Holstein
Kiel;24107;Schlewig-Holstein
Kiel;24109;Schlewig-Holstein
Kiel;24111;Schlewig-Holstein
Kiel;24113;Schlewig-Holstein
Kiel;24114;Schlewig-Holstein
Kiel;24116;Schlewig-Holstein
Kiel;24118;Schlewig-Holstein
Kiel;24143;Schlewig-Holstein
Kiel;24145;Schlewig-Holstein
Kiel;24146;Schlewig-Holstein
Kiel;24147;Schlewig-Holstein
Kiel;24148;Schlewig-Holstein
Kiel;24149;Schlewig-Holstein
Kiel;24159;Schlewig-Holstein
Kienbaum;15345;Brandenburg
Kienberg;14641;Brandenburg
Kienberg;83361;Bayern
Kienitz;15324;Brandenburg
Kienwerder;14532;Brandenburg
Kierspe;58566;Nordrhein-Westfalen
Kiesby;24392;Schlewig-Holstein
Kieselbach;36460;Thüringen
Kieselbronn;75249;Baden-Württemberg
Kieselwitz;15890;Brandenburg
Kietz;14728;Brandenburg
Kieve;17209;Mecklenburg-Vorpommern
Kiliansroda;99441;Thüringen
Kindelbrück;99638;Thüringen
Kindenheim;67271;Rheinland-Pfalz
Kinderbeuern;54538;Rheinland-Pfalz
Kinding;85125;Bayern
Kindsbach;66862;Rheinland-Pfalz
Kindsbach Forsthaus;67661;Rheinland-Pfalz
Kindshagen;18314;Mecklenburg-Vorpommern
Kinheim;54538;Rheinland-Pfalz
Kinsau;86981;Bayern
Kinzenburg;54597;Rheinland-Pfalz
Kipfenberg;85110;Bayern
Kippenheim;77971;Baden-Württemberg
Kirburg;57629;Rheinland-Pfalz
Kirch Jesar;19230;Mecklenburg-Vorpommern
Kirch Mulsow;18233;Mecklenburg-Vorpommern
Kirchanschöring;83417;Bayern
Kirchardt;74912;Baden-Württemberg
Kirchbarkau;24245;Schlewig-Holstein
Kirchberg;8107;Sachsen
Kirchberg;55481;Rheinland-Pfalz
Kirchberg;71737;Baden-Württemberg
Kirchberg;74592;Baden-Württemberg
Kirchberg;84434;Bayern
Kirchberg;88486;Baden-Württemberg
Kirchberg i. Wald;94259;Bayern
Kirchbrak;37619;Niedersachsen
Kirchdorf;18519;Mecklenburg-Vorpommern
Kirchdorf;27245;Niedersachsen
Kirchdorf;83527;Bayern
Kirchdorf;84375;Bayern
Kirchdorf;85414;Bayern
Kirchdorf;88457;Baden-Württemberg
Kirchdorf;93348;Bayern
Kirchdorf;94261;Bayern
Kirchehrenbach;91356;Bayern
Kircheib;57635;Rheinland-Pfalz
Kirchen;57548;Rheinland-Pfalz
Kirchendemenreuth;92665;Bayern
Kirchengel;99718;Thüringen
Kirchenlamitz;95158;Bayern
Kirchenpingarten;95466;Bayern
Kirchensittenbach;91241;Bayern
Kirchensur;83552;Bayern
Kirchentellinsfurt;72138;Baden-Württemberg
Kirchenthumbach;91281;Bayern
Kirchgandern;37318;Thüringen
Kirchgellersen;21394;Niedersachsen
Kirchhain;35274;Hessen
Kirchhalling;83329;Bayern
Kirchham;94148;Bayern
Kirchhasel;7407;Thüringen
Kirchhaslach;87755;Bayern
Kirchheilingen;99947;Thüringen
Kirchheim;36275;Hessen
Kirchheim;67281;Rheinland-Pfalz
Kirchheim;73230;Baden-Württemberg
Kirchheim;73467;Baden-Württemberg
Kirchheim;74366;Baden-Württemberg
Kirchheim;85551;Bayern
Kirchheim;87757;Bayern
Kirchheim;97268;Bayern
Kirchheim;99334;Thüringen
Kirchheimbolanden;67292;Rheinland-Pfalz
Kirchhundem;57399;Nordrhein-Westfalen
Kirchlauter;96166;Bayern
Kirchlengern;32278;Nordrhein-Westfalen
Kirchlinteln;27308;Niedersachsen
Kirch-Mummendorf;23936;Mecklenburg-Vorpommern
Kirchnüchel;23714;Schlewig-Holstein
Kirchohmfeld;37339;Thüringen
Kirchroth;94356;Bayern
Kirchsahr;53505;Rheinland-Pfalz
Kirchscheidungen;6636;Sachsen-Anhalt
Kirchseelte;27243;Niedersachsen
Kirchseeon;85614;Bayern
Kirchstätt;83374;Bayern
Kirchtimke;27412;Niedersachsen
Kirchwald;56729;Rheinland-Pfalz
Kirchwalsede;27386;Niedersachsen
Kirchweidach;84558;Bayern
Kirchweiler;54570;Rheinland-Pfalz
Kirchwistedt;27616;Niedersachsen
Kirchworbis;37339;Thüringen
Kirchzarten;79199;Baden-Württemberg
Kirchzell;63931;Bayern
Kirf;54441;Rheinland-Pfalz
Kirkel;66459;Saarland
Kirmutscheid;53534;Rheinland-Pfalz
Kirn;55606;Rheinland-Pfalz
Kirrweiler;67489;Rheinland-Pfalz
Kirrweiler;67744;Rheinland-Pfalz
Kirsbach;53539;Rheinland-Pfalz
Kirschau;2681;Sachsen
Kirschbacherhof;66482;Rheinland-Pfalz
Kirschbachermühle;66482;Rheinland-Pfalz
Kirschfurt;97896;Bayern
Kirschkau;7919;Thüringen
Kirschroth;55566;Rheinland-Pfalz
Kirschweiler;55743;Rheinland-Pfalz
Kirtorf;36320;Hessen
Kisdorf;24629;Schlewig-Holstein
Kisselbach;56291;Rheinland-Pfalz
Kissenbrück;38324;Niedersachsen
Kissing;86438;Bayern
Kißleberfeld;38350;Niedersachsen
Kißlegg;88353;Baden-Württemberg
Kist;97270;Bayern
Kittelsthal;99843;Thüringen
Kittendorf;17153;Mecklenburg-Vorpommern
Kittlitz;2708;Sachsen
Kittlitz;3222;Brandenburg
Kittlitz;23911;Schlewig-Holstein
Kitzen;4460;Sachsen
Kitzingen;97318;Bayern
Kitzscher;4567;Sachsen
Kläden;39579;Sachsen-Anhalt
Kläden;39619;Sachsen-Anhalt
Kladrum;19374;Mecklenburg-Vorpommern
Klaftertalerhof;67691;Rheinland-Pfalz
Klais;82493;Bayern
Klamp;24321;Schlewig-Holstein
Klanxbüll;25924;Schlewig-Holstein
Klappholz;24860;Schlewig-Holstein
Klasdorf;15837;Brandenburg
Klaubmühle;97486;Bayern
Klausdorf;14929;Brandenburg
Klausdorf;15838;Brandenburg
Klausdorf;18445;Mecklenburg-Vorpommern
Klausdorf;24147;Schlewig-Holstein
Klausen;54524;Rheinland-Pfalz
Kleekamp;19417;Mecklenburg-Vorpommern
Kleemeisterei;73575;Baden-Württemberg
Kleeste;19348;Brandenburg
Kleesten;19399;Mecklenburg-Vorpommern
Klein Ammensleben;39326;Sachsen-Anhalt
Klein Barkau;24245;Schlewig-Holstein
Klein Behnitz;14641;Brandenburg
Klein Belitz;18246;Mecklenburg-Vorpommern
Klein Bengerstorf;19258;Mecklenburg-Vorpommern
Klein Bennebek;24848;Schlewig-Holstein
Klein Berßen;49777;Niedersachsen
Klein Bölkow;18239;Mecklenburg-Vorpommern
Klein Briesen;14806;Brandenburg
Klein Bünsdorf;23923;Mecklenburg-Vorpommern
Klein Bünzow;17390;Mecklenburg-Vorpommern
Klein Chüden;29410;Sachsen-Anhalt
Klein Döbbern;3058;Brandenburg
Klein Düben;3130;Brandenburg
Klein Gartz;29416;Sachsen-Anhalt
Klein Gischow;18246;Mecklenburg-Vorpommern
Klein Gladebrügge;23795;Schlewig-Holstein
Klein Gnemern;18246;Mecklenburg-Vorpommern
Klein Görnow;19406;Mecklenburg-Vorpommern
Klein Gottschow;19348;Brandenburg
Klein Grönau;23627;Schlewig-Holstein
Klein Grönau;23627;Schlewig-Holstein
Klein Haßlow;16909;Brandenburg
Klein Heikeland;26759;Niedersachsen
Klein Jarchow;19412;Mecklenburg-Vorpommern
Klein Kampen;25573;Schlewig-Holstein
Klein Kölzig;3159;Brandenburg
Klein Krams;19288;Mecklenburg-Vorpommern
Klein Kreutz;14778;Brandenburg
Klein Kreutz;14778;Brandenburg
Klein Kussewitz;18184;Mecklenburg-Vorpommern
Klein Labenz;19417;Mecklenburg-Vorpommern
Klein Langerwisch;16928;Brandenburg
Klein Leine;15913;Brandenburg
Klein Leppin;19322;Brandenburg
Klein Linde;19348;Brandenburg
Klein Loitz;3130;Brandenburg
Klein Lüben;19322;Brandenburg
Klein Luckow;17337;Mecklenburg-Vorpommern
Klein Lukow;17217;Mecklenburg-Vorpommern
Klein Marzehns;14823;Brandenburg
Klein Meckelsen;27419;Niedersachsen
Klein Molzahn;19217;Mecklenburg-Vorpommern
Klein Neuleben;23923;Mecklenburg-Vorpommern
Klein Nordende;25336;Schlewig-Holstein
Klein Offenseth-Sparrieshoop;25365;Schlewig-Holstein
Klein Oschersleben;39398;Sachsen-Anhalt
Klein Oßnig;3058;Brandenburg
Klein Pampau;21514;Schlewig-Holstein
Klein Pravtshagen;23948;Mecklenburg-Vorpommern
Klein Pritz;19406;Mecklenburg-Vorpommern
Klein Quenstedt;38822;Sachsen-Anhalt
Klein Radden;3222;Brandenburg
Klein Raden;18249;Mecklenburg-Vorpommern
Klein Rheide;24848;Schlewig-Holstein
Klein Rodensleben;39167;Sachsen-Anhalt
Klein Rogahn;19073;Mecklenburg-Vorpommern
Klein Rönnau;23795;Schlewig-Holstein
Klein Salitz;19205;Mecklenburg-Vorpommern
Klein Schierstedt;6449;Sachsen-Anhalt
Klein Schulzendorf;14959;Brandenburg
Klein Schwansee;23942;Mecklenburg-Vorpommern
Klein Schwarzlosen;39517;Sachsen-Anhalt
Klein Schwechten;39579;Sachsen-Anhalt
Klein Siemz;23923;Mecklenburg-Vorpommern
Klein Sien;18246;Mecklenburg-Vorpommern
Klein Stieten;23972;Mecklenburg-Vorpommern
Klein Tessin;18292;Mecklenburg-Vorpommern
Klein Thurow;19205;Mecklenburg-Vorpommern
Klein Trebbow;19069;Mecklenburg-Vorpommern
Klein Upahl;18276;Mecklenburg-Vorpommern
Klein Vielen;17237;Mecklenburg-Vorpommern
Klein Wanzleben;39164;Sachsen-Anhalt
Klein Warin;23992;Mecklenburg-Vorpommern
Klein Warin Lager;23992;Mecklenburg-Vorpommern
Klein Warnow;19357;Brandenburg
Klein Welzin;19209;Mecklenburg-Vorpommern
Klein Wesenberg;23860;Schlewig-Holstein
Klein Wieblitz;29413;Sachsen-Anhalt
Klein Wittensee;24361;Schlewig-Holstein
Klein Woltersdorf;16928;Brandenburg
Klein Zecher;23883;Schlewig-Holstein
Klein Ziethen;16247;Brandenburg
Kleinaitingen;86507;Bayern
Kleinalsleben;39398;Sachsen-Anhalt
Kleinaschau;83565;Bayern
Kleinau;39606;Sachsen-Anhalt
Kleinbartloff;37355;Thüringen
Kleinberndten;99713;Thüringen
Kleinblittersdorf;66271;Saarland
Kleinbockedra;7646;Thüringen
Kleinbodungen;99752;Thüringen
Kleinbrembach;99610;Thüringen
Kleinbrüchter;99713;Thüringen
Kleinbundenbach;66501;Rheinland-Pfalz
Kleindröben;6917;Sachsen-Anhalt
Kleinebersdorf;7646;Thüringen
Kleineutersdorf;7768;Thüringen
Kleinfeld;23923;Mecklenburg-Vorpommern
Kleinfischlingen;67483;Rheinland-Pfalz
Kleinfurra;99735;Thüringen
Kleingeschwenda;7318;Thüringen
Kleingießhübel;1814;Sachsen
Kleinhelfendorf;85655;Bayern
Kleinhelmsdorf;6722;Sachsen-Anhalt
Kleinheubach;63924;Bayern
Kleinhub;83739;Bayern
Kleinich;54483;Rheinland-Pfalz
Kleinjena;6618;Sachsen-Anhalt
Kleinkahl;63828;Bayern
Kleinkarlbach;67271;Rheinland-Pfalz
Kleinkarolinenfeld;85655;Bayern
Kleinkeula;99976;Thüringen
Kleinkmehlen;1990;Brandenburg
Kleinkochberg;7407;Thüringen
Kleinkoogsdeich;25899;Schlewig-Holstein
Kleinkorga;6926;Sachsen-Anhalt
Kleinkrausnik;3249;Brandenburg
Kleinlangenfeld;54597;Rheinland-Pfalz
Kleinlangheim;97355;Bayern
Kleinleinungen;6528;Sachsen-Anhalt
Kleinmachnow;14532;Brandenburg
Kleinmaischeid;56271;Rheinland-Pfalz
Kleinmockritz;4720;Sachsen
Kleinmölsen;99198;Thüringen
Kleinmühle;67308;Rheinland-Pfalz
Kleinmühlingen;39221;Sachsen-Anhalt
Klein-Mutz;16775;Brandenburg
Kleinnaundorf;1561;Sachsen
Kleinneuhausen;99625;Thüringen
Kleinniedesheim;67259;Rheinland-Pfalz
Kleinobringen;99439;Thüringen
Kleinopitz;1737;Sachsen
Kleinostheim;63801;Bayern
Kleinow;17291;Brandenburg
Kleinow;19348;Brandenburg
Kleinpaschleben;6369;Sachsen-Anhalt
Kleinrehmühle;95356;Bayern
Kleinreinsdorf;7989;Thüringen
Kleinrinderfeld;97271;Bayern
Kleinromstedt;99510;Thüringen
Kleinrössen;4895;Brandenburg
Kleinrudestedt;99195;Thüringen
Kleinschmalkalden;98593;Thüringen
Kleinschwabhausen;99441;Thüringen
Kleinsendelbach;91077;Bayern
Kleinsteinfeld;76889;Rheinland-Pfalz
Kleinsteinhausen;66484;Rheinland-Pfalz
Kleinthiemig;1561;Sachsen
Kleinwallstadt;63839;Bayern
Kleinwasserburg;15748;Brandenburg
Kleinwechsungen;99735;Thüringen
Kleinwelsbach;99947;Thüringen
Klein-Winternheim;55270;Rheinland-Pfalz
Kleinwolmsdorf;1477;Sachsen
Kleinzerbst;6386;Sachsen-Anhalt
Kleinzerlang;16831;Brandenburg
Kleinziethen;15831;Brandenburg
Klempau;23628;Schlewig-Holstein
Klenzenhof;16928;Brandenburg
Klepzig;14823;Brandenburg
Kleßen;14728;Brandenburg
Klessener Zootzen;14662;Brandenburg
Klessig;1623;Sachsen
