CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2005-6-7,32,24,17,7,4,-2,52,28,12,1024,1022,1020,,,,29,18,50,0.00,,,27
2005-6-8,33,24,15,9,4,-2,59,29,11,1025,1022,1019,10,10,10,23,8,26,0.00,1,,2
2005-6-9,33,24,16,6,3,0,45,26,13,1023,1020,1015,,,,23,10,34,0.00,,,222
2005-6-10,32,24,17,12,4,-1,56,28,15,1017,1015,1012,10,10,10,45,13,32,0.00,5,Rain-Thunderstorm,309
2005-6-11,33,24,16,12,7,-3,77,41,12,1015,1011,1008,10,10,10,32,10,29,0.00,3,,243
2005-6-12,31,23,17,10,6,0,52,30,18,1010,1009,1007,10,10,10,32,14,52,0.00,3,,239
2005-6-13,25,21,17,9,6,3,56,36,25,1013,1010,1009,10,10,10,34,18,61,0.00,3,,226
2005-6-14,28,22,17,8,6,1,55,35,18,1020,1016,1013,10,10,10,21,13,39,0.00,4,,268
2005-6-15,31,22,14,6,4,3,55,32,18,1023,1022,1020,10,10,10,19,6,34,0.00,3,,317
2005-6-16,34,24,16,8,6,4,52,30,15,1025,1023,1021,,,,14,6,,0.00,,,351
2005-6-17,36,28,20,11,9,5,56,31,15,1025,1023,1020,10,10,10,23,8,,0.00,1,,69
2005-6-18,35,28,20,11,9,7,53,33,19,1024,1021,1017,10,10,10,29,11,,0.00,3,,159
2005-6-19,36,28,21,10,7,4,40,25,15,1019,1017,1014,10,10,10,19,8,32,0.00,5,,147
2005-6-20,36,29,22,12,9,7,53,32,18,1019,1017,1014,10,10,10,34,13,39,0.00,3,Thunderstorm,12
2005-6-21,36,28,20,14,10,3,64,37,14,1020,1019,1016,10,10,10,23,8,55,0.00,3,,195
2005-6-22,37,28,19,12,9,3,64,36,15,1022,1020,1018,10,10,10,39,10,64,0.00,3,Thunderstorm,338
2005-6-23,29,24,21,16,13,10,73,54,30,1025,1022,1019,10,10,6,52,16,40,0.00,4,Rain,45
2005-6-24,32,23,16,15,12,7,83,49,21,1022,1017,1015,10,10,10,26,10,47,0.00,2,Rain,239
2005-6-25,33,24,17,11,8,2,64,34,14,1017,1016,1014,10,10,10,26,11,48,0.00,2,,217
2005-6-26,34,24,16,11,4,-3,55,29,11,1019,1017,1016,10,10,10,27,10,58,0.00,3,,204
2005-6-27,36,27,19,11,6,-3,44,28,13,1020,1017,1014,10,10,10,45,11,64,0.00,4,,150
2005-6-28,31,26,20,15,6,1,57,31,15,1018,1016,1014,10,10,10,27,16,58,0.00,2,,206
2005-6-29,29,21,14,6,4,0,51,31,15,1017,1015,1013,10,10,10,23,10,48,0.00,1,,281
2005-6-30,32,23,16,6,5,4,52,31,17,1017,1016,1014,10,10,10,21,6,34,0.00,1,,289
2005-7-1,33,26,19,10,6,2,56,29,14,1021,1019,1017,10,10,10,19,6,,0.00,1,,2
2005-7-2,36,27,19,13,7,2,49,30,12,1022,1020,1017,10,10,10,21,11,34,0.00,1,,322
2005-7-3,38,29,20,12,6,2,43,25,11,1019,1016,1012,10,10,10,27,8,39,0.00,1,,254
2005-7-4,35,28,21,9,7,4,40,25,16,1015,1012,1011,10,10,10,29,11,48,0.00,3,,253
2005-7-5,33,24,16,8,6,0,59,32,13,1019,1017,1016,10,10,10,24,8,34,0.00,1,,13
2005-7-6,35,27,18,8,6,2,52,29,14,1019,1017,1014,10,10,10,21,11,35,0.00,1,,6
2005-7-7,34,26,18,12,8,4,59,36,15,1017,1015,1012,10,10,10,32,16,45,0.00,2,,14
2005-7-8,32,24,17,12,8,3,52,37,20,1017,1015,1012,10,10,10,26,14,,0.00,3,,17
2005-7-9,34,26,18,14,7,-2,56,35,12,1018,1016,1014,10,10,10,27,11,34,0.00,2,,355
2005-7-10,31,23,16,7,3,-3,52,30,13,1021,1019,1018,10,10,10,27,18,47,0.00,1,,33
2005-7-11,34,24,16,9,4,-2,45,27,15,1025,1023,1020,,,,19,10,26,0.00,,,53
2005-7-12,36,28,20,10,4,-3,52,25,11,1023,1021,1018,,,,24,11,37,0.00,,,349
2005-7-13,36,28,21,8,6,1,43,25,12,1021,1019,1016,10,10,10,19,13,37,0.00,1,,345
2005-7-14,37,29,21,10,6,4,38,24,13,1020,1018,1016,10,10,10,29,8,63,0.00,2,,146
2005-7-15,37,29,22,11,6,-2,46,24,9,1021,1019,1017,,,,27,14,50,0.00,,,186
2005-7-16,37,27,18,3,-1,-5,34,17,7,1020,1018,1017,8,8,8,37,10,63,0.00,0,,254
2005-7-17,33,24,17,5,1,-2,32,20,12,1019,1017,1014,10,10,10,32,11,50,0.00,1,,234
2005-7-18,30,24,19,9,5,-1,52,31,14,1021,1018,1016,,,,26,16,42,0.00,,,274
2005-7-19,35,26,17,8,3,-2,52,26,10,1024,1023,1021,,,,13,8,34,0.00,,,352
2005-7-20,38,29,20,10,4,-2,46,24,9,1026,1024,1021,10,10,10,24,8,45,0.00,1,,277
2005-7-21,38,29,20,7,2,-5,33,17,8,1022,1019,1015,,,,29,13,45,0.00,,,261
2005-7-22,37,28,20,6,3,-3,38,20,10,1016,1014,1011,10,10,10,23,11,39,0.00,2,,330
2005-7-23,36,27,19,9,6,0,49,26,11,1013,1012,1009,,,,32,11,52,0.00,,,271
2005-7-24,34,27,19,7,3,-1,37,22,12,1013,1011,1010,10,10,10,27,11,55,0.00,1,,214
2005-7-25,32,26,21,13,9,3,50,35,16,1013,1012,1011,10,10,10,24,13,58,0.00,1,,215
2005-7-26,31,24,19,12,11,7,60,42,22,1014,1014,1012,10,10,10,23,10,45,0.00,3,,223
2005-7-27,30,27,23,13,10,8,53,35,25,1014,1013,1012,10,10,10,34,21,61,0.00,4,,229
2005-7-28,29,24,20,14,11,6,68,44,25,1017,1015,1014,10,10,10,26,16,52,0.00,4,,232
2005-7-29,28,24,20,10,5,-4,49,31,13,1018,1017,1016,10,10,10,29,13,53,0.00,1,,240
2005-7-30,30,21,13,4,1,-3,51,26,12,1020,1017,1015,,,,13,6,,0.00,,,360
2005-7-31,33,24,16,13,5,-2,55,32,11,1018,1015,1012,10,10,10,23,11,42,0.00,2,,311
2005-8-1,32,26,19,16,9,-4,73,44,10,1018,1014,1012,10,10,6,29,13,48,0.00,4,Rain,182
2005-8-2,28,21,14,12,6,1,67,41,20,1022,1020,1018,10,10,10,26,18,42,0.00,1,,39
2005-8-3,32,23,14,7,1,-6,63,28,9,1025,1023,1021,,,,24,14,47,0.00,,,31
2005-8-4,35,26,17,5,1,-4,42,22,10,1025,1023,1020,,,,21,11,34,0.00,,,26
2005-8-5,36,26,16,7,2,-6,39,21,11,1024,1022,1019,,,,16,8,29,0.00,,,248
2005-8-6,38,28,18,2,-2,-5,26,15,8,1021,1019,1016,,,,14,10,27,0.00,,,305
2005-8-7,39,28,18,5,1,-5,32,18,9,1019,1016,1013,10,10,10,24,8,47,0.00,3,,325
2005-8-8,37,29,21,4,1,-5,31,17,8,1013,1012,1010,10,10,8,27,10,50,0.00,4,,255
2005-8-9,35,26,17,7,-2,-7,28,17,7,1012,1010,1008,10,10,10,34,11,64,0.00,5,,251
2005-8-10,27,23,19,15,12,8,78,55,30,1014,1013,1010,10,10,7,27,18,50,0.00,4,Rain,228
2005-8-11,30,23,17,15,10,2,83,50,17,1018,1015,1014,10,10,10,21,6,,0.00,2,,17
2005-8-12,33,24,16,8,4,-1,55,30,13,1020,1019,1016,10,10,10,19,11,32,0.00,1,,21
2005-8-13,34,27,19,11,4,-1,37,25,15,1022,1020,1018,10,10,10,13,8,,0.00,1,,330
2005-8-14,36,27,19,5,3,0,40,22,12,1022,1020,1017,10,10,10,23,6,,0.00,1,,340
2005-8-15,37,28,19,7,4,1,46,23,10,1019,1017,1013,10,10,10,24,13,37,0.00,1,,57
2005-8-16,32,27,22,12,8,2,47,31,17,1015,1013,1010,10,10,8,19,8,40,0.00,6,,245
2005-8-17,34,26,17,13,5,-3,47,28,9,1014,1012,1011,10,10,10,23,10,50,0.00,2,,235
2005-8-18,34,26,17,9,6,3,48,28,15,1016,1014,1013,10,10,10,14,6,35,0.00,1,,272
2005-8-19,30,24,19,13,9,4,56,39,23,1022,1019,1016,10,10,10,32,10,50,0.00,5,,27
2005-8-20,28,22,16,9,4,-2,55,36,14,1024,1023,1021,10,10,10,35,21,53,0.00,1,,21
2005-8-21,25,18,12,4,3,2,54,36,22,1025,1023,1021,10,10,10,24,13,39,0.00,2,,22
2005-8-22,29,19,10,5,3,-3,62,36,12,1024,1022,1019,,,,26,10,,0.00,,,8
2005-8-23,31,23,15,9,6,3,63,36,18,1022,1020,1017,10,10,10,19,10,39,0.00,1,,16
2005-8-24,33,24,15,8,4,0,59,31,14,1020,1017,1014,,,,23,6,42,0.00,,,262
2005-8-25,34,24,15,3,1,-2,45,23,10,1017,1015,1014,8,7,6,21,10,45,0.00,0,,273
2005-8-26,34,24,16,7,3,0,48,25,11,1018,1016,1015,10,10,10,26,8,61,0.00,1,,255
2005-8-27,33,26,18,8,7,4,49,30,16,1019,1017,1015,10,10,10,23,5,42,0.00,1,,234
2005-8-28,33,26,19,10,8,6,52,31,20,1020,1018,1016,,,,21,6,37,0.00,,,199
2005-8-29,34,27,19,16,12,7,73,42,20,1021,1019,1017,,,,13,6,37,0.00,,,162
2005-8-30,35,28,20,16,12,6,73,42,17,1023,1020,1017,,,,21,10,35,0.00,,,175
2005-8-31,33,26,19,14,11,7,60,40,23,1019,1017,1013,10,10,10,21,8,42,0.00,5,,182
2005-9-1,32,24,18,14,6,1,57,30,15,1018,1016,1015,10,10,10,16,8,34,0.00,1,,235
2005-9-2,33,26,18,16,10,3,69,40,21,1022,1020,1017,10,10,10,19,8,35,0.00,1,,142
2005-9-3,34,27,19,14,9,5,60,37,18,1024,1023,1021,10,10,10,19,8,40,0.00,1,,190
2005-9-4,34,26,17,8,3,-1,42,26,11,1024,1022,1019,,,,24,8,40,0.00,,,268
2005-9-5,29,23,17,8,4,-1,38,27,15,1020,1016,1013,10,10,10,32,16,47,0.00,2,,252
2005-9-6,24,19,14,12,7,3,64,44,31,1015,1013,1009,10,10,10,32,13,50,0.00,3,Rain,220
2005-9-7,21,17,13,12,9,6,82,61,38,1015,1011,1008,10,10,10,27,14,,0.00,6,Rain-Thunderstorm,355
2005-9-8,26,20,14,13,10,4,94,61,26,1015,1014,1013,10,10,10,19,5,35,0.00,4,Rain,84
2005-9-9,28,20,12,11,9,6,82,54,26,1017,1016,1014,10,10,10,39,11,69,0.00,2,,236
2005-9-10,24,19,14,15,6,-1,83,46,21,1018,1017,1016,10,10,10,32,18,53,0.00,2,Rain,268
2005-9-11,23,17,10,9,5,2,67,44,27,1017,1016,1015,10,10,10,23,13,37,0.00,2,,288
2005-9-12,24,18,13,9,7,5,72,48,31,1021,1018,1017,10,10,10,23,10,48,0.00,3,,26
2005-9-13,26,18,11,10,6,3,76,47,24,1024,1023,1021,10,10,10,14,10,,0.00,2,,14
2005-9-14,28,20,12,10,6,4,67,42,25,1028,1026,1024,10,10,10,11,5,34,0.00,1,,316
2005-9-15,30,21,13,10,6,3,63,38,18,1027,1024,1020,,,,13,6,,0.00,,,313
2005-9-16,31,22,14,9,6,4,55,36,19,1020,1015,1010,10,10,10,29,8,60,0.00,3,,286
2005-9-17,22,17,12,12,7,-3,68,48,25,1018,1013,1010,10,10,10,40,19,60,0.00,4,Rain,17
2005-9-18,22,13,6,0,-3,-7,61,33,14,1021,1019,1018,,,,26,16,40,0.00,,,4
2005-9-19,24,14,5,-1,-6,-12,57,29,8,1024,1023,1021,,,,13,8,,0.00,,,328
2005-9-20,28,17,6,-3,-6,-8,46,23,9,1024,1022,1018,,,,11,5,27,0.00,,,287
2005-9-21,29,18,8,-1,-6,-8,34,21,10,1020,1018,1016,,,,10,5,26,0.00,,,300
2005-9-22,29,19,9,0,-3,-7,47,24,9,1020,1018,1016,,,,21,6,37,0.00,,,225
2005-9-23,29,20,11,4,-1,-5,38,26,14,1019,1017,1016,10,10,10,19,6,39,0.00,3,,263
2005-9-24,29,21,14,4,2,0,42,29,15,1019,1017,1016,10,10,10,21,5,34,0.00,3,,244
2005-9-25,26,19,13,10,6,2,59,41,24,1019,1017,1015,10,10,10,24,8,37,0.00,4,Rain,138
2005-9-26,25,18,11,10,4,-1,77,47,19,1023,1021,1019,10,10,10,23,13,,0.00,1,,21
2005-9-27,25,18,10,9,4,0,59,43,26,1025,1023,1021,10,10,10,13,6,29,0.00,3,,319
2005-9-28,27,19,11,10,6,4,62,44,24,1026,1024,1022,10,10,10,13,6,,0.00,1,,211
2005-9-29,28,20,12,9,4,3,58,38,20,1027,1025,1023,10,10,10,23,6,26,0.00,5,,343
2005-9-30,29,20,11,7,2,-4,71,36,12,1027,1024,1022,,,,13,10,,0.00,,,331
2005-10-1,30,21,12,8,2,-1,47,30,14,1023,1021,1018,10,10,10,24,6,45,0.00,1,,26
2005-10-2,22,17,12,8,4,0,67,44,23,1024,1022,1020,,,,27,19,39,0.00,,,51
2005-10-3,21,14,9,3,0,-5,62,41,20,1026,1024,1022,,,,23,11,,0.00,,,39
2005-10-4,24,14,4,0,-3,-8,70,37,13,1024,1023,1019,,,,16,8,29,0.00,,,344
2005-10-5,25,14,4,-3,-5,-8,52,29,11,1022,1020,1018,,,,13,5,42,0.00,,,259
2005-10-6,25,16,7,5,-1,-6,62,35,17,1020,1018,1016,,,,11,5,32,0.00,,,198
2005-10-7,25,17,8,9,3,-1,67,45,21,1020,1018,1016,10,10,10,11,6,32,0.00,1,,325
2005-10-8,23,16,8,8,4,1,66,47,27,1021,1020,1018,10,10,10,11,6,34,0.00,3,,330
2005-10-9,25,17,9,10,4,2,66,43,24,1023,1022,1020,10,10,10,14,6,27,0.00,6,Rain,325
2005-10-10,22,18,15,14,11,8,94,63,41,1021,1019,1017,10,10,4,23,6,47,0.00,6,Rain-Thunderstorm,166
2005-10-11,21,17,14,14,14,13,100,82,60,1019,1016,1014,10,9,4,13,5,,0.00,5,Rain,70
2005-10-12,21,17,14,15,13,11,94,79,53,1015,1014,1012,10,9,3,32,16,50,0.00,6,Rain,187
2005-10-13,15,12,9,12,8,6,94,74,55,1017,1015,1013,10,10,10,24,11,37,0.00,4,Rain-Thunderstorm,200
2005-10-14,15,12,9,9,7,4,94,74,48,1019,1017,1017,10,9,6,13,5,35,0.00,5,Rain,59
2005-10-15,17,13,9,8,6,4,87,68,45,1021,1020,1019,10,10,10,10,3,26,0.00,3,,134
2005-10-16,20,14,8,9,7,6,87,70,43,1023,1021,1019,,,,11,6,26,0.00,,,350
2005-10-17,18,14,12,13,11,8,82,75,68,1020,1017,1015,10,10,10,11,5,,0.00,8,,350
2005-10-18,19,17,14,13,11,8,94,75,49,1016,1015,1014,10,8,3,19,10,39,0.00,6,Rain,203
2005-10-19,19,13,8,10,8,6,94,71,43,1020,1018,1017,10,9,5,19,8,39,0.00,2,,190
2005-10-20,18,13,9,12,9,7,94,79,52,1018,1016,1015,10,9,3,16,5,42,0.00,5,Rain,239
2005-10-21,16,13,12,13,11,9,100,83,67,1016,1015,1014,10,8,3,16,8,42,0.00,6,Rain,205
2005-10-22,17,14,13,14,13,11,100,88,72,1016,1014,1013,10,9,4,19,8,34,0.00,6,Rain,185
2005-10-23,18,14,11,12,11,8,100,82,52,1024,1020,1015,10,7,0,11,5,35,0.00,4,Fog,172
2005-10-24,19,13,7,10,8,5,93,73,46,1025,1024,1022,10,9,4,13,6,32,0.00,4,,299
2005-10-25,19,13,7,10,8,6,93,76,52,1024,1023,1022,8,8,6,8,5,,0.00,1,,343
2005-10-26,21,14,9,11,9,7,94,74,43,1023,1020,1017,10,9,8,19,8,,0.00,1,,51
2005-10-27,23,16,9,13,9,6,94,66,33,1019,1017,1015,10,10,8,26,10,,0.00,4,Rain,161
2005-10-28,19,16,13,14,13,11,94,84,68,1018,1017,1013,10,9,5,47,13,66,0.00,6,Rain,179
2005-10-29,20,15,10,14,12,9,100,87,56,1020,1018,1017,10,6,0,13,6,,0.00,4,Fog,180
2005-10-30,21,17,13,15,12,11,100,82,53,1017,1014,1012,10,10,8,26,6,,0.00,4,Rain,250
2005-10-31,16,13,11,13,11,8,94,78,59,1022,1016,1012,10,9,3,26,18,,0.00,4,Rain,214
2005-11-1,16,12,9,11,9,9,100,82,63,1025,1024,1022,10,9,5,19,10,,0.00,4,,165
2005-11-2,18,12,7,10,8,7,100,79,56,1024,1023,1021,10,9,4,11,3,27,0.00,3,,121
2005-11-3,16,11,7,10,8,6,100,82,63,1022,1021,1018,10,10,8,8,3,,0.00,5,,349
2005-11-4,15,10,6,10,4,0,87,63,38,1027,1022,1018,10,10,10,21,10,,0.00,4,,17
2005-11-5,14,8,3,4,2,0,93,67,38,1029,1028,1027,,,,11,3,,0.00,,,19
2005-11-6,15,8,1,4,2,0,93,72,42,1029,1028,1026,,,,10,5,,0.00,,,2
2005-11-7,16,8,1,6,3,0,93,75,39,1028,1026,1025,9,8,7,10,5,,0.00,0,,349
2005-11-8,16,8,1,7,3,-1,93,69,45,1026,1024,1021,10,10,9,23,8,40,0.00,3,,288
2005-11-9,13,9,5,7,2,-2,93,64,38,1032,1028,1022,10,10,7,34,14,29,0.00,3,Rain,339
2005-11-10,16,11,7,1,1,-1,66,53,31,1032,1030,1029,10,10,10,35,21,,0.00,4,,22
2005-11-11,16,10,4,7,4,0,76,63,48,1031,1028,1025,10,10,10,14,10,,0.00,4,,27
2005-11-12,12,9,6,6,6,4,93,82,62,1025,1018,1010,10,9,3,19,8,55,0.00,5,Rain,174
2005-11-13,7,6,4,5,3,2,93,85,76,1010,1007,1005,10,10,6,14,5,,0.00,6,Rain,22
2005-11-14,8,6,4,7,5,2,100,89,76,1012,1010,1010,10,8,5,13,6,,0.00,6,Rain,4
2005-11-15,7,6,4,7,6,3,100,93,87,1012,1010,1009,10,9,6,16,5,,0.00,6,Rain,352
2005-11-16,9,6,2,8,4,1,100,95,87,1015,1013,1012,10,4,0,11,5,,0.00,3,Fog,135
2005-11-17,10,7,4,7,5,4,100,97,82,1017,1016,1015,4,1,0,8,3,,0.00,3,Fog,108
2005-11-18,11,7,3,8,6,2,100,89,71,1016,1015,1014,8,4,1,10,3,,0.00,4,Fog,86
2005-11-19,13,10,7,9,7,5,100,84,67,1020,1017,1016,10,8,6,13,5,,0.00,5,,354
2005-11-20,12,9,7,8,7,5,93,81,67,1023,1022,1020,10,10,10,14,8,,0.00,4,,14
2005-11-21,13,9,5,8,6,4,93,80,62,1023,1021,1019,10,10,10,11,6,,0.00,5,,13
2005-11-22,16,11,7,10,8,6,93,80,55,1019,1018,1016,10,10,10,8,5,24,0.00,4,,335
2005-11-23,13,9,5,7,1,-3,100,62,33,1020,1019,1017,10,10,8,23,8,,0.00,3,,9
2005-11-24,11,6,0,-1,-2,-4,87,59,41,1022,1021,1019,,,,27,11,,0.00,,,7
2005-11-25,10,4,-1,3,0,-2,93,73,50,1019,1009,1000,10,10,10,29,10,47,0.00,6,Rain,201
2005-11-26,7,3,0,1,-3,-7,87,64,37,1004,1002,1000,10,10,10,29,16,53,0.00,3,Rain,281
2005-11-27,8,2,-3,1,-2,-4,93,70,49,1009,1007,1004,10,10,10,24,10,40,0.00,5,,235
2005-11-28,8,6,2,3,1,-1,93,75,53,1010,1009,1008,10,10,9,23,13,45,0.00,5,,212
2005-11-29,8,3,-1,2,-1,-2,100,81,53,1014,1011,1009,10,6,0,23,6,,0.00,4,Fog,18
2005-11-30,11,4,-1,0,-2,-3,87,67,38,1017,1016,1014,10,10,10,13,6,,0.00,2,,182
2005-12-1,10,4,-1,1,-1,-2,93,72,47,1016,1012,1008,10,9,7,29,8,42,0.00,3,,195
2005-12-2,11,9,8,9,7,2,94,84,66,1007,1003,1000,10,9,3,35,21,55,0.00,5,Rain,221
2005-12-3,12,9,6,7,4,0,93,69,47,1019,1014,1007,10,10,10,29,19,58,0.00,3,Rain,242
2005-12-4,12,10,8,8,7,7,93,83,72,1019,1016,1014,10,10,7,35,18,61,0.00,6,Rain,213
2005-12-5,12,9,6,7,3,-1,87,65,41,1016,1013,1012,10,10,9,32,19,50,0.00,4,,257
2005-12-6,11,4,-2,2,0,-3,100,76,50,1019,1016,1014,,,,11,3,,0.00,,,93
2005-12-7,12,7,2,3,2,0,93,75,50,1025,1022,1019,10,10,10,10,5,,0.00,4,,265
2005-12-8,11,6,1,4,2,0,93,79,58,1027,1026,1025,10,8,6,13,5,,0.00,3,,348
2005-12-9,14,8,3,6,3,0,87,66,51,1028,1027,1026,10,10,10,34,13,,0.00,1,,354
2005-12-10,11,6,0,-1,-4,-8,81,56,26,1029,1028,1027,,,,13,6,26,0.00,,,344
2005-12-11,9,2,-4,-3,-5,-6,86,67,37,1029,1026,1022,,,,11,6,,0.00,,,308
2005-12-12,9,3,-3,-1,-4,-6,86,69,40,1025,1023,1022,,,,13,6,,0.00,,,342
2005-12-13,11,3,-3,2,-2,-5,93,73,50,1025,1023,1021,10,10,8,23,6,,0.00,5,,37
2005-12-14,11,6,1,-1,-3,-7,81,62,35,1022,1020,1017,10,10,10,24,8,,0.00,5,,25
2005-12-15,9,3,-3,-1,-4,-6,86,63,40,1023,1020,1019,,,,19,8,,0.00,,,4
2005-12-16,8,2,-4,-2,-4,-6,86,67,40,1025,1023,1021,9,8,7,14,6,,0.00,0,,6
2005-12-17,14,4,-4,4,-1,-6,93,70,48,1022,1020,1018,9,8,7,40,11,50,0.00,0,,3
2005-12-18,10,5,0,1,-1,-2,87,70,50,1023,1021,1019,,,,27,11,,0.00,,,354
2005-12-19,8,2,-3,3,-1,-4,93,83,66,1026,1024,1023,10,10,10,10,5,,0.00,4,,352
2005-12-20,9,6,3,4,2,0,87,77,54,1027,1025,1024,10,10,10,13,3,,0.00,4,,12
2005-12-21,10,6,1,2,0,-3,93,73,43,1030,1028,1027,10,10,10,11,5,,0.00,3,,9
2005-12-22,11,3,-5,-3,-5,-7,86,63,32,1032,1030,1028,,,,10,5,,0.00,,,346
2005-12-23,10,2,-6,-1,-6,-9,80,66,43,1029,1025,1023,,,,13,5,,0.00,,,345
2005-12-24,9,2,-5,1,-4,-8,93,76,56,1024,1023,1021,10,10,10,10,5,,0.00,3,,338
2005-12-25,8,3,-1,2,-1,-2,93,81,62,1022,1019,1016,10,9,5,10,3,,0.00,5,,352
2005-12-26,6,3,0,5,2,-1,93,92,87,1016,1011,1006,8,4,2,10,5,,0.00,6,Rain,350
2005-12-27,10,8,6,6,5,2,100,80,66,1008,1006,1005,10,9,2,35,16,66,0.00,6,Rain,234
2005-12-28,7,3,0,4,-2,-7,93,64,42,1017,1013,1008,10,10,10,23,13,35,0.00,4,,22
2005-12-29,9,3,-2,5,-1,-6,81,72,57,1020,1018,1017,10,10,10,26,6,47,0.00,4,,182
2005-12-30,15,10,5,8,6,4,93,75,51,1023,1021,1018,10,10,10,29,13,52,0.00,3,,215
2005-12-31,10,8,6,6,5,2,87,78,62,1023,1021,1018,10,10,10,24,14,45,0.00,4,,223
2006-1-1,11,8,5,2,0,-3,76,56,43,1023,1020,1017,10,10,10,27,19,40,0.00,3,,277
2006-1-2,12,6,-1,2,0,-2,93,69,47,1027,1025,1023,10,10,10,34,6,,0.00,2,,348
2006-1-3,11,7,4,1,0,-1,75,61,47,1027,1026,1025,10,10,10,39,18,50,0.00,1,,5
2006-1-4,12,4,-2,2,-1,-4,93,69,47,1024,1021,1017,10,10,8,21,8,24,0.00,2,,14
2006-1-5,10,5,0,3,1,-1,93,76,54,1017,1014,1011,10,10,7,16,5,42,0.00,3,,159
2006-1-6,7,4,2,6,3,1,100,92,81,1011,1009,1007,10,7,3,16,8,32,0.00,6,Rain,19
2006-1-7,8,6,4,5,4,3,100,90,76,1014,1012,1010,10,9,6,14,10,,0.00,6,Rain,346
2006-1-8,9,7,4,5,4,3,93,84,71,1022,1017,1014,10,10,10,11,6,,0.00,5,Rain,348
2006-1-9,8,6,4,5,4,0,93,84,57,1026,1023,1022,10,10,10,13,5,35,0.00,6,Rain,209
2006-1-10,8,4,2,4,2,0,93,77,66,1029,1025,1022,10,10,10,23,13,,0.00,5,,26
2006-1-11,11,7,2,4,3,1,93,78,58,1032,1030,1029,10,10,8,10,3,,0.00,4,,31
2006-1-12,11,4,-2,4,1,-2,100,83,58,1031,1028,1025,10,9,8,8,5,,0.00,0,,343
2006-1-13,9,4,-1,3,1,-2,100,84,58,1026,1025,1024,10,9,4,11,5,,0.00,3,,188
2006-1-14,7,3,0,3,2,0,100,85,70,1026,1024,1023,10,7,3,10,5,,0.00,5,,24
2006-1-15,8,6,4,5,3,0,100,84,57,1023,1020,1016,10,7,4,21,6,47,0.00,6,Rain,215
2006-1-16,5,3,2,3,2,1,93,90,81,1019,1016,1015,10,8,4,11,5,,0.00,6,Rain,28
2006-1-17,10,7,4,5,3,2,93,79,58,1022,1021,1020,10,10,8,14,6,39,0.00,6,,266
2006-1-18,14,7,0,6,3,0,100,81,58,1024,1022,1020,10,9,4,19,5,27,0.00,2,,350
2006-1-19,16,8,1,6,3,0,93,77,48,1022,1020,1018,,,,13,6,,0.00,,,353
2006-1-20,11,6,0,6,3,0,100,87,71,1027,1025,1022,10,7,1,14,5,,0.00,2,Fog,108
2006-1-21,8,4,2,5,3,1,100,88,71,1027,1026,1025,10,7,0,11,5,,0.00,4,Fog,19
2006-1-22,9,6,1,3,2,0,93,81,62,1026,1024,1023,10,8,5,13,6,,0.00,6,,357
2006-1-23,12,6,1,3,1,0,93,75,47,1027,1026,1024,10,9,6,11,6,,0.00,5,,338
2006-1-24,8,2,-3,2,-1,-4,93,80,62,1028,1025,1024,10,9,5,14,8,,0.00,5,,1
2006-1-25,6,3,1,0,-1,-2,87,73,57,1024,1020,1015,10,10,10,11,6,,0.00,4,,29
2006-1-26,8,3,-1,0,-2,-3,93,76,46,1015,1011,1009,10,10,8,13,6,,0.00,4,,347
2006-1-27,6,2,-1,-2,-6,-8,93,59,39,1011,1009,1007,10,10,8,27,13,,0.00,2,,19
2006-1-28,5,0,-4,-7,-8,-9,69,57,39,1010,1009,1007,10,10,10,34,13,,0.00,1,,22
2006-1-29,2,-2,-5,-2,-6,-8,93,73,48,1014,1010,1009,10,9,3,19,6,,0.00,5,Snow,22
2006-1-30,5,-2,-8,0,-4,-9,100,83,61,1018,1016,1014,10,9,6,11,5,,0.00,5,,354
2006-1-31,12,3,-4,2,-1,-5,93,74,44,1023,1021,1018,,,,10,5,,0.00,,,360
2006-2-1,13,6,-2,3,1,-3,93,77,51,1024,1022,1020,9,7,5,13,5,,0.00,0,,356
2006-2-2,14,6,-2,4,1,-3,100,77,48,1021,1017,1014,8,6,4,14,5,29,0.00,0,,332
2006-2-3,15,7,-1,5,2,-1,100,76,39,1015,1012,1009,10,8,5,16,6,23,0.00,3,,327
2006-2-4,10,5,0,2,-2,-4,93,67,43,1018,1015,1012,9,8,5,16,8,,0.00,,,360
2006-2-5,11,3,-3,-3,-6,-10,86,56,24,1023,1020,1018,,,,14,8,,0.00,,,359
2006-2-6,13,4,-4,-3,-5,-7,80,56,25,1025,1024,1023,8,8,8,11,6,29,0.00,0,,316
2006-2-7,13,4,-4,-2,-4,-6,86,61,26,1026,1024,1021,9,8,8,11,5,,0.00,0,,329
2006-2-8,15,6,-4,0,-3,-5,93,63,27,1021,1019,1016,9,8,8,11,5,29,0.00,0,,335
2006-2-9,14,6,-3,0,-3,-7,86,62,29,1018,1017,1015,9,9,9,13,5,,0.00,,,355
